Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Huella (feat. Pitizion),"Arce,Pitizion",Pedigrí,188219,True,49,0,1,4,0.0953,0.771,0.681,0,0.119,-7.336,0.297,0.587,146.116,LEGIT
Piratas,Natos y Waor,Cicatrices,246153,True,60,10,0,4,0.359,0.671,0.718,2.21e-05,0.159,-5.385,0.0541,0.145,77.971,LEGIT
Bicho raro,Natos y Waor,Cicatrices,237527,True,58,4,0,4,0.688,0.682,0.803,0,0.102,-5.183,0.109,0.586,91.023,LEGIT
Lejos,Mabbi,Lejos,163514,False,58,0,1,4,0.493,0.701,0.524,0.000165,0.17,-8.702,0.0641,0.203,97.002,LEGIT
Modo Turbio,"Kaze,Dj Figu",Modo Turbio,227584,False,57,5,0,4,0.0697,0.815,0.79,0,0.122,-8.31,0.205,0.553,127.918,LEGIT
Si Me Muero,"Sosad.97,Mz Ailen",Si Me Muero,134475,True,39,10,1,4,0.597,0.656,0.715,0,0.187,-5.578,0.0649,0.542,104.167,LEGIT
Inolvidable,"Ovy On The Drums,Beéle",Inolvidable,225812,False,75,0,1,4,0.678,0.84,0.543,0,0.128,-4.941,0.0568,0.74,139.929,LEGIT
Ya No,"Sticky M.A.,C. Tangana,Jambo,Royce Rolo",Ya No,178000,True,48,1,0,4,0.34,0.662,0.723,0,0.303,-5.064,0.0374,0.698,152.067,LEGIT
Mal,"MYGAL,ARON",Mal,189062,True,52,9,1,4,0.152,0.731,0.528,0,0.323,-6.749,0.0859,0.386,141.968,LEGIT
Como Estrellas,LA YOUNG,Como Estrellas,219011,False,23,6,1,5,0.755,0.739,0.496,0,0.259,-6.063,0.0532,0.775,113.332,LEGIT
Mami,"Ptazeta,Juacko",Mami,189493,False,76,7,0,4,0.598,0.616,0.649,1.9e-06,0.0788,-6.555,0.464,0.656,189.862,LEGIT
El último verano,"Pole.,333.Empty",El último verano,200045,True,59,10,0,4,0.76,0.738,0.733,7.53e-06,0.15,-7.777,0.0787,0.725,105.031,LEGIT
Mamichula - con Nicki Nicole,"Trueno,Nicki Nicole,Bizarrap,Taiu,TATOOL",Atrevido,219201,False,84,4,0,4,0.582,0.696,0.678,2.22e-06,0.134,-5.893,0.0735,0.346,91.985,LEGIT
Desobey,"Matasvandals,Mauri,Ramseys",Essentia Vol 3,174000,True,50,1,1,4,0.154,0.513,0.87,0,0.665,-7.123,0.123,0.488,199.995,LEGIT
Contigo,Bermu,Contigo,172839,True,32,,,,,,,,,,,,,LEGIT
Todo,"ARON,MYGAL",Todo,183243,True,46,,,,,,,,,,,,,LEGIT
Ayer Me Llamó Mi Ex (feat. Lenny Santos),"KHEA,Lenny Santos",Ayer Me Llamó Mi Ex (feat. Lenny Santos),206760,True,85,,,,,,,,,,,,,LEGIT
Pequeñito Corazón Gigante,"SWIT EME,La Cantera",Pequeñito Corazón Gigante,242000,True,34,,,,,,,,,,,,,LEGIT
Lealtad,"Matasvandals,Mauri,JAVI BAMBINI CATTIVI",Lealtad,154794,False,37,,,,,,,,,,,,,LEGIT
Don´t Wanna Lie,LANE 3,Don´t Wanna Lie,153000,False,47,,,,,,,,,,,,,LEGIT
Friends,"ARON,Miqui Brightside",Friends,162714,False,47,,,,,,,,,,,,,LEGIT
Batmóvil - Remix,"Hens,Pole.,Funzo & Baby Loud",Batmóvil (Remix),210000,False,72,,,,,,,,,,,,,LEGIT
"Loca (feat. Duki, Cazzu)","KHEA,Duki,Cazzu",Loca,246382,True,67,,,,,,,,,,,,,LEGIT
