Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
espresso time,lokeyz,espresso time,123726,False,60,8,1,4,0.678,0.646,0.421,0.891,0.164,-10.564,0.0562,0.412,101.09,LofiBeats
Loungerie,Jorge Milliano,Dosages,195480,False,63,7,1,4,0.782,0.625,0.377,0.842,0.0855,-11.321,0.0343,0.377,140.05,LofiBeats
always with you,lisa millien,fly high,113142,False,59,6,0,4,0.371,0.743,0.294,0.884,0.0603,-8.431,0.0624,0.436,139.967,LofiBeats
Call For Spring,Bauke Top,Call For Spring,113437,False,56,11,0,4,0.345,0.644,0.526,0.389,0.0723,-9.351,0.0691,0.299,160.133,LofiBeats
Sway,Sidual.,Sway,148855,False,60,5,0,1,0.865,0.456,0.184,0.864,0.137,-10.367,0.288,0.71,143.879,LofiBeats
Come See Me,Justnormal,Come See Me,119812,False,50,2,1,4,0.813,0.628,0.228,0.368,0.109,-8.002,0.0391,0.0477,79.994,LofiBeats
Miffing,_tag,Miffing,143130,False,60,3,0,4,0.938,0.705,0.221,0.906,0.111,-11.474,0.0837,0.384,84.962,LofiBeats
Hope,"w00ds,SEA",Hope,156666,False,59,0,0,4,0.855,0.539,0.361,0.925,0.109,-13.126,0.0385,0.0738,149.984,LofiBeats
lights down low,oktav.,lights down low,105000,False,59,6,0,4,0.32,0.615,0.371,0.593,0.0626,-15.032,0.0356,0.217,127.979,LofiBeats
Cascada,Juan Rios,Cascada,186909,False,50,7,1,4,0.831,0.937,0.391,0.915,0.144,-14.743,0.178,0.808,140.019,LofiBeats
benches,wavcrush,you feel that?,135500,False,59,8,1,4,0.938,0.58,0.161,0.925,0.14,-12.758,0.15,0.142,140.888,LofiBeats
Window Camping,ROOM7,ROOM7,123000,False,59,0,1,4,0.488,0.716,0.474,0.458,0.117,-10.607,0.131,0.706,159.993,LofiBeats
Café,sky pedro,Café,113406,False,56,6,1,4,0.203,0.829,0.197,0.74,0.0994,-13.804,0.154,0.32,91.002,LofiBeats
Rick and Morty Theme,"Orange Stick,Avocuddle,Fets",Rick and Morty Theme,110041,False,58,10,0,4,0.331,0.582,0.153,0.834,0.178,-17.548,0.0364,0.584,78.998,LofiBeats
dahlia,ENRA,dahlia,109916,False,52,11,1,4,0.636,0.799,0.3,0.966,0.0882,-11.602,0.059,0.346,105.0,LofiBeats
Je Te Met Au Défi (feat. Nohidea),"Engelwood,simon eng,Nohidea",Jazz Channel Instrumentals,92671,False,52,5,1,4,0.846,0.559,0.454,0.932,0.11,-10.496,0.155,0.436,67.849,LofiBeats
Raw Quartet,"Cookin Soul,FloFilz",Raw Quartet,182857,False,60,7,1,4,0.163,0.661,0.47,0.329,0.192,-5.195,0.0917,0.339,84.024,LofiBeats
Long Way Home,".Sinh,Cantsleep,Massaman",Long Way Home,82962,False,56,8,1,4,0.632,0.711,0.242,0.742,0.0888,-13.298,0.259,0.625,81.009,LofiBeats
Mixed Feelings,"Dontcry,Glimlip",Mixed Feelings,103430,False,57,9,1,4,0.187,0.786,0.37,0.874,0.355,-10.17,0.183,0.423,86.02,LofiBeats
thinking of you,"mommy,Philanthrope,Kyle McEvoy",Inaudible,131000,False,12,11,1,4,0.484,0.797,0.0832,0.81,0.239,-12.673,0.203,0.51,160.048,LofiBeats
Careless,Coastal,Careless,160000,False,60,0,0,4,0.953,0.618,0.243,0.902,0.0736,-13.537,0.122,0.321,90.026,LofiBeats
Runaway,"Orange Stick,Avocuddle,Fets",Runaway,113045,False,60,4,1,4,0.843,0.751,0.141,0.934,0.115,-13.884,0.0531,0.36,136.043,LofiBeats
Muji,Lilac,Muji,94682,False,53,1,0,4,0.899,0.476,0.115,0.873,0.0927,-15.818,0.0381,0.241,191.5,LofiBeats
Moon Light,Ymori,Moon Light,133484,False,55,10,0,4,0.00255,0.742,0.358,0.228,0.0759,-10.254,0.114,0.668,79.945,LofiBeats
Backpack City,"Flovry,tender spring",Ages Ago,151731,False,66,4,1,4,0.879,0.666,0.197,0.881,0.109,-15.365,0.0692,0.12,77.079,LofiBeats
Rainy Mornings,"Hyperparadise,Elior",Rainy Mornings,180737,False,55,10,1,4,0.967,0.552,0.08,0.952,0.0903,-24.269,0.0789,0.185,82.759,LofiBeats
Cloudy,HM Surf,Mujura,137727,False,54,10,1,4,0.865,0.647,0.0668,0.9,0.0983,-17.098,0.0571,0.279,77.002,LofiBeats
Cozier,homieunculus,Cozier,90000,False,52,0,1,4,0.239,0.683,0.171,0.945,0.111,-15.816,0.0706,0.392,87.019,LofiBeats
Law,"Sleepdealer,Daniel Rothwell",Isla,144000,False,55,11,1,4,0.863,0.606,0.554,0.738,0.0943,-8.965,0.0583,0.537,79.983,LofiBeats
Wild Love,Önigirisu,Inside,133953,False,49,10,0,4,0.564,0.721,0.17,0.112,0.116,-17.129,0.0561,0.666,85.965,LofiBeats
Melloton,Liam Huston,Melloton,156750,False,58,6,1,4,0.396,0.794,0.295,0.841,0.111,-14.197,0.0501,0.226,79.993,LofiBeats
we'll stay inside when it rains,"Rook1e,.ihaveaface",we'll stay inside when it rains,130585,False,59,9,1,4,0.592,0.7,0.134,0.845,0.107,-17.898,0.0771,0.435,160.033,LofiBeats
Catching Waves,"Bertholet,Cantsleep",Catching Waves,84709,False,55,4,0,4,0.722,0.76,0.116,0.774,0.135,-15.296,0.0581,0.601,85.134,LofiBeats
Iloveyou,A L E X,"Growing Up, Vol. 2",165668,False,60,9,1,4,0.658,0.808,0.281,0.942,0.0854,-14.946,0.0512,0.0545,120.989,LofiBeats
Drag Me Down - Instrumental,Kartoffel Club,Drag Me Down (Instrumental),174110,False,57,2,1,3,0.506,0.679,0.412,0.83,0.111,-11.551,0.043,0.0859,142.034,LofiBeats
Peace of Mind,Ile Flottante,Peace of Mind,116500,False,0,9,0,4,0.709,0.662,0.179,0.84,0.0949,-14.552,0.172,0.477,68.148,LofiBeats
Sunday Travels,"Guustavv,Timothy Infinite",Morning Chirping,144100,False,60,11,0,4,0.771,0.575,0.544,0.932,0.117,-8.98,0.0548,0.223,74.197,LofiBeats
Difference,TheeAgris,Difference,97179,False,52,5,1,4,0.614,0.745,0.118,0.919,0.0998,-18.219,0.0588,0.0729,81.98,LofiBeats
Flashlight,"Made in M,Smuv",Flashlight,102162,False,51,8,0,4,0.827,0.728,0.115,0.882,0.0875,-13.056,0.324,0.7,148.204,LofiBeats
I Thought it would be Different this Time,Fdluxx,I Thought it would be Different this Time,160909,False,54,6,1,4,0.808,0.687,0.283,0.889,0.11,-13.306,0.113,0.37,175.857,LofiBeats
summer nights.,"halberd,Nion",summer nights.,84315,False,4,7,1,4,0.939,0.782,0.127,0.781,0.125,-20.939,0.668,0.39,83.989,LofiBeats
It's All Subjective,Fallen Roses,It's All Subjective,118061,False,50,4,0,1,0.94,0.857,0.199,0.917,0.11,-12.926,0.258,0.15,80.001,LofiBeats
sand castles,Fujitsu,corals 2,147692,False,61,4,0,4,0.576,0.784,0.312,0.851,0.128,-14.648,0.0513,0.63,129.94,LofiBeats
al pasito/timeless,n o r m a l,al pasito timeless,190457,False,56,6,0,4,0.659,0.576,0.193,0.473,0.154,-18.66,0.865,0.858,86.01,LofiBeats
Skating through the City,Guustavv,Slask,122926,False,54,3,1,4,0.689,0.775,0.432,0.928,0.0933,-7.428,0.14,0.213,81.994,LofiBeats
Trees,"Honshu Lo fi,Lightfoot",Quiet.,115662,False,53,7,0,4,0.641,0.632,0.38,0.918,0.342,-6.986,0.0334,0.362,83.054,LofiBeats
Better Days,Lusca061,Better Days,223212,False,53,3,0,4,0.938,0.848,0.386,0.831,0.0764,-9.091,0.102,0.634,100.008,LofiBeats
Homeboy,Tesk,Homeboy,112941,False,49,0,0,4,0.03,0.783,0.291,0.863,0.121,-11.211,0.265,0.65,84.997,LofiBeats
Imagination,"Sleepermane,Casiio",Imagination,81062,False,53,5,0,4,0.518,0.785,0.205,0.902,0.107,-10.39,0.167,0.616,167.998,LofiBeats
Things Will Get Better... Eventually,Lo-Fi Eamonn,Things Will Get Better... Eventually,132750,False,51,2,1,4,0.556,0.813,0.33,0.892,0.891,-17.439,0.211,0.466,79.997,LofiBeats
my new love,Elijah Who,Gentle Boy,65790,False,63,1,0,4,0.967,0.614,0.277,0.891,0.0698,-11.943,0.042,0.236,84.938,LofiBeats
pheuratix,mr_slace,pheuratix,134896,False,55,4,0,4,0.429,0.286,0.194,0.874,0.334,-19.185,0.0389,0.16,144.636,LofiBeats
Loto,Made in M,Loto,93624,False,50,4,0,4,0.499,0.705,0.205,0.885,0.148,-13.291,0.0527,0.461,85.014,LofiBeats
Ughh,KLIM,Ughh,130000,False,55,1,0,4,0.0707,0.512,0.434,0.0577,0.239,-9.642,0.363,0.685,85.832,LofiBeats
Gelato,"Fona,Styn",Gelato,68145,False,52,1,0,4,0.306,0.582,0.219,0.254,0.13,-15.987,0.0719,0.464,82.366,LofiBeats
see that,Lunchmoney,see that,103428,False,50,6,1,4,0.919,0.474,0.436,0.744,0.269,-9.585,0.181,0.415,74.318,LofiBeats
rooftop garden,Moody.,rooftop garden,103500,False,54,2,1,4,0.581,0.691,0.228,0.584,0.111,-19.099,0.0538,0.135,120.028,LofiBeats
"slow down, breath deep, be the willow",Mellow dive,"slow down, breath deep, be the willow",138082,False,50,0,1,4,0.965,0.527,0.215,0.847,0.336,-21.486,0.076,0.471,73.012,LofiBeats
Nearly Home,ZENDR,Nearly Home,124235,False,55,6,1,4,0.405,0.703,0.378,0.868,0.158,-14.418,0.0538,0.163,79.007,LofiBeats
blurred,Korben Palace,K.PLC : Stranger things,87053,False,51,4,0,4,0.476,0.712,0.836,0.691,0.292,-8.676,0.176,0.721,80.032,LofiBeats
Vibes from Another Universe,.ihaveaface,Vibes from Another Universe,89600,False,55,5,1,4,0.876,0.493,0.0639,0.768,0.0925,-14.016,0.235,0.382,83.001,LofiBeats
