Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Falling Stars,Delle Alpi,Falling Stars,158423,False,65,1,1,5,0.956,0.261,0.0257,0.878,0.111,-25.711,0.0406,0.0795,72.323,YOGA
Essence,Calma,Essence,188213,False,53,0,1,4,0.964,0.207,0.17,0.955,0.124,-21.361,0.0393,0.0359,93.356,YOGA
Moment of Clarity,Light Bin,Moment of Clarity,141580,False,60,1,1,4,0.917,0.18,0.18,0.94,0.112,-22.439,0.0324,0.0713,64.105,YOGA
Soul Blanket,Sofia's Choice,Into The Stillness,241227,False,19,1,0,4,0.408,0.573,0.19,0.85,0.131,-8.549,0.0425,0.0391,180.048,YOGA
Semblance of Reality,Spheres,Frangibility,202500,False,55,7,0,4,0.661,0.0611,0.144,0.897,0.112,-20.203,0.0499,0.0352,66.586,YOGA
Floating,Seismic Shift,Floating,145293,False,56,4,1,4,0.981,0.151,0.224,0.971,0.114,-17.596,0.0415,0.0362,69.421,YOGA
Empty Spaces,Everything Will Rust,Empty Spaces,228000,False,51,5,1,3,0.538,0.193,0.0274,0.816,0.119,-31.528,0.0408,0.0472,79.823,YOGA
Illuminous,Bliss Phenomena,Illuminous,187636,False,58,2,1,4,0.958,0.203,0.0247,0.798,0.0759,-27.602,0.0367,0.0398,76.907,YOGA
Atmos Eleven,Atmos 11,World of Wonders,227668,False,58,6,1,5,0.99,0.174,0.00449,0.934,0.0848,-37.192,0.0387,0.0581,67.42,YOGA
Rosemary,12dust,Rosemary,166000,False,52,9,0,4,0.882,0.324,0.0413,0.815,0.107,-21.597,0.035,0.0315,97.902,YOGA
Path of Light,Moments of Clarity,Path of Light,220446,False,53,3,0,4,0.992,0.0657,0.0739,0.934,0.119,-20.907,0.0454,0.0358,57.31,YOGA
...There You Are!,Intentional Vibes,E T,226363,False,57,5,1,4,0.968,0.0797,0.032,0.977,0.364,-28.533,0.0464,0.0715,62.399,YOGA
Yoga Depth,Elevie J,Yoga Depth,132306,False,59,10,1,5,0.933,0.203,0.0278,0.877,0.0983,-28.265,0.0462,0.0375,141.46,YOGA
Shimmer,Spirit Minds,Shimmer,180821,False,55,3,1,4,0.78,0.145,0.0861,0.681,0.111,-25.962,0.0494,0.0365,77.576,YOGA
New Beginning,The Tides,New Beginning,230769,False,51,3,1,5,0.884,0.254,0.333,0.94,0.122,-16.051,0.0526,0.0392,137.801,YOGA
Inner Dimension,Light & Sound,Inner Dimension,165000,False,41,0,1,4,0.918,0.225,0.215,0.896,0.113,-17.989,0.0374,0.0357,69.781,YOGA
Black Iris,Padauk,Black Iris,252005,False,50,0,1,4,0.955,0.507,0.0645,0.926,0.0898,-24.972,0.0307,0.0382,100.983,YOGA
