Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Differential,Carl Finlow,Apparatus,361574,False,7,1.0,1.0,4.0,0.000908,0.8009999999999999,0.795,0.836,0.0972,-10.657,0.0481,0.354,129.997,Disco
Carbon Deposits,Carl Finlow,Apparatus,415675,False,6,1.0,1.0,4.0,0.0038299999999999996,0.7979999999999999,0.867,0.8390000000000001,0.0895,-9.003,0.0629,0.9279999999999999,129.997,Disco
Bind,Carl Finlow,Apparatus,421009,False,6,4.0,0.0,4.0,0.0316,0.7759999999999999,0.867,0.872,0.0826,-10.383,0.0688,0.631,133.987,Disco
Reprise,Carl Finlow,Count On It,343626,False,5,1.0,1.0,4.0,0.0008730000000000001,0.762,0.251,0.905,0.12300000000000001,-11.183,0.13,0.376,129.997,Disco
Count On It,Carl Finlow,Count On It,367225,False,4,2.0,1.0,4.0,0.0168,0.8,0.628,0.885,0.122,-14.455,0.053,0.5870000000000001,129.013,Disco
Fast Lane,Carl Finlow,Count On It,385653,False,2,10.0,1.0,4.0,0.000909,0.797,0.379,0.782,0.0442,-11.241,0.0755,0.49200000000000005,126.99700000000001,Disco
Show Down,Carl Finlow,Show Down EP,530906,False,1,6.0,1.0,4.0,0.000242,0.799,0.447,0.9309999999999999,0.11,-11.404000000000002,0.12,0.747,127.99700000000001,Disco
Day Dreamer,Carl Finlow,Show Down EP,439040,False,0,11.0,1.0,4.0,0.00373,0.8340000000000001,0.327,0.89,0.0924,-11.177999999999999,0.0984,0.7190000000000001,124.0,Disco
Deflector,Carl Finlow,Show Down EP,465040,False,0,1.0,1.0,4.0,1.6100000000000002e-05,0.45299999999999996,0.6409999999999999,0.821,0.11,-10.156,0.0632,0.396,123.99,Disco
Slide,Carl Finlow,Limitations EP,410053,False,0,10.0,0.0,4.0,0.00599,0.8079999999999999,0.5589999999999999,0.785,0.0199,-10.981,0.0519,0.97,124.006,Disco
Motion,Carl Finlow,Limitations EP,450026,False,1,1.0,1.0,4.0,0.000227,0.805,0.408,0.745,0.0813,-13.442,0.0681,0.39,123.992,Disco
Dangerous Devotion,Carl Finlow,Dangerous Devotion EP,298186,False,1,2.0,1.0,4.0,0.0213,0.809,0.36700000000000005,0.8590000000000001,0.0597,-14.729000000000001,0.16699999999999998,0.624,124.00200000000001,Disco
Autoshark 1 (I Really Like That girl),Electronic Eye,Autoshark EP,377160,False,0,0.0,1.0,4.0,0.518,0.698,0.547,0.937,0.10300000000000001,-12.745999999999999,0.0393,0.49700000000000005,130.012,Disco
Cosmica 1 (Make It Funky/Latin Shuffle),Electronic Eye,Autoshark EP,462560,False,0,7.0,1.0,4.0,0.0194,0.8490000000000001,0.6409999999999999,0.8390000000000001,0.29,-13.759,0.0567,0.723,127.98,Disco
Autoshark 3 (I Really Like That Dub),Electronic Eye,Autoshark EP,374320,False,0,9.0,0.0,4.0,0.485,0.626,0.7,0.897,0.11199999999999999,-14.665,0.0354,0.5920000000000001,130.003,Disco
Prelaunch Sequence,Noiseshaper,Prelaunch Sequence,361200,False,1,8.0,0.0,4.0,0.0021,0.721,0.696,0.746,0.12,-8.968,0.0568,0.0378,103.012,Disco
Can't Talk,Gary Gritness,Rollin' Zebras,406298,False,6,7.0,0.0,4.0,0.005370000000000001,0.7809999999999999,0.815,0.932,0.0686,-6.437,0.0572,0.8109999999999999,136.98,Disco
RND,Carl Finlow,Magnolia,401249,False,0,1.0,1.0,4.0,0.0013,0.7929999999999999,0.569,0.9,0.111,-12.357999999999999,0.0873,0.235,128.011,Disco
Reflector,Carl Finlow,Magnolia,395076,False,1,1.0,1.0,4.0,0.00155,0.684,0.757,0.69,0.0933,-8.38,0.0707,0.456,130.019,Disco
Conduit - Original Mix,Carl Finlow,Boot Loop EP,370826,False,3,11.0,0.0,4.0,1.11e-05,0.784,0.757,0.863,0.0721,-8.072000000000001,0.0422,0.447,130.02100000000002,Disco
Hashtag - Original Mix,Carl Finlow,Boot Loop EP,355857,False,4,11.0,0.0,4.0,0.0033200000000000005,0.772,0.701,0.8540000000000001,0.127,-11.69,0.0579,0.14400000000000002,130.02200000000002,Disco
Hashtag - Fleck Esc Remix,Carl Finlow,Boot Loop EP,380619,False,2,1.0,0.0,4.0,0.0812,0.792,0.9129999999999999,0.831,0.0995,-7.771,0.0524,0.607,133.026,Disco
Hashtag - C Mantle Remix,Carl Finlow,Boot Loop EP,333748,False,1,1.0,1.0,4.0,0.00823,0.747,0.92,0.9109999999999999,0.069,-8.736,0.10099999999999999,0.505,129.994,Disco
Lateral Thoughts,Carl Finlow,Electricology EP,424253,False,1,6.0,0.0,4.0,0.000121,0.627,0.7140000000000001,0.7709999999999999,0.129,-15.318,0.040999999999999995,0.0912,133.989,Disco
Hyperloop,Carl Finlow,Electricology EP,338417,False,1,10.0,0.0,4.0,0.00952,0.773,0.7929999999999999,0.9059999999999999,0.11699999999999999,-15.546,0.0655,0.24,139.013,Disco
Suspect Reanimation,Carl Finlow,Electricology EP,358153,False,1,1.0,1.0,4.0,0.000408,0.7909999999999999,0.648,0.898,0.10400000000000001,-10.552,0.0586,0.12,129.984,Disco
Latext,Carl Finlow,Electricology EP,395076,False,1,1.0,1.0,4.0,0.0008900000000000001,0.679,0.823,0.775,0.0901,-15.937000000000001,0.0551,0.818,130.006,Disco
Atomic Level,Carl Finlow,Electricology EP,312483,False,1,11.0,0.0,4.0,3.01e-05,0.657,0.7759999999999999,0.7829999999999999,0.27899999999999997,-13.290999999999999,0.0493,0.826,149.004,Disco
Beckoned,Carl Finlow,Beckoned EP,299877,False,6,7.0,1.0,4.0,0.00562,0.809,0.5,0.9420000000000001,0.11,-12.534,0.064,0.9159999999999999,120.007,Disco
Boron,Carl Finlow,Beckoned EP,388055,False,6,7.0,1.0,4.0,0.00035299999999999996,0.802,0.8059999999999999,0.92,0.0846,-12.425999999999998,0.08800000000000001,0.33899999999999997,128.005,Disco
Photonics,Carl Finlow,Beckoned EP,296695,False,4,1.0,1.0,4.0,0.00168,0.672,0.47600000000000003,0.919,0.11,-11.624,0.0575,0.231,133.003,Disco
Romboid Assassin - Original Mix,Carl Finlow,Romboid Assassin EP,324309,False,1,7.0,1.0,4.0,0.00195,0.7190000000000001,0.894,0.8440000000000001,0.0777,-11.154000000000002,0.0624,0.405,132.986,Disco
Phisge - Original Mix,Carl Finlow,Romboid Assassin EP,342365,False,1,1.0,0.0,4.0,0.000331,0.782,0.8640000000000001,0.866,0.127,-11.669,0.0454,0.0521,127.00200000000001,Disco
Chronos,Carl Finlow,Boolean EP,365901,False,4,5.0,0.0,4.0,0.0044,0.753,0.722,0.868,0.0785,-7.797999999999999,0.0466,0.606,124.021,Disco
Boolean,Carl Finlow,Boolean EP,321160,False,4,2.0,1.0,4.0,0.00561,0.718,0.7509999999999999,0.903,0.0252,-6.571000000000001,0.0505,0.619,123.99799999999999,Disco
Marauders,Carl Finlow,Boolean EP,272510,False,3,4.0,0.0,4.0,0.00101,0.804,0.8320000000000001,0.858,0.0668,-6.4879999999999995,0.0589,0.8959999999999999,124.014,Disco
Exige,Carl Finlow,Boolean EP,297383,False,4,4.0,0.0,4.0,0.0581,0.802,0.669,0.8959999999999999,0.0627,-8.868,0.0462,0.53,123.98899999999999,Disco
Unconditional,Carl Finlow,Boolean EP,255468,False,3,7.0,1.0,4.0,0.000269,0.8059999999999999,0.6609999999999999,0.853,0.115,-10.182,0.0465,0.6629999999999999,126.029,Disco
