"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:5zj8WNkBrEzlI5FKeYV4ol","La Luz","spotify:artist:77ziqFxp5gaInVrF2lj4ht, spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5","Sech, J Balvin","spotify:album:68JMNFwtqRgtdY4ufFG8EE","La Luz","1","1","216746","spotify:user:martinigoyanes7","2020-11-02T16:37:05Z"
"spotify:track:7ql2RUmAmj36tkMUNWo7MT","A Un Paso De La Luna","spotify:artist:6k8mwkKJKKjBILo7ypBspl, spotify:artist:0L1f9i3L3fkMNENljDOsjG","Ana Mena, Rocco Hunt","spotify:album:0IuCnS7obPd6pE3lJx0Ax8","A Un Paso De La Luna","1","1","167313","spotify:user:martinigoyanes7","2020-11-03T19:10:16Z"
