"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:48seLkgehc2aaEHUA3JiSH","Chocolatito","spotify:artist:1aMt4A5jrQHxDYyC7rXgV0","Pol Granch","spotify:album:1EtmEeugikcxbSyBOMKmGp","Chocolatito","1","1","179593","spotify:user:martinigoyanes7","2020-10-31T15:08:06Z"
"spotify:track:1QBmYURvVM6Ai7y7yo9Dvx","Cuando Quieras","spotify:artist:2IMZYfNi21MGqxopj9fWx8","Rels B","spotify:album:0Rd1iMA3OwKNdlF9OkUkZw","Cuando Quieras","1","1","157346","spotify:user:martinigoyanes7","2020-10-31T15:09:31Z"
"spotify:track:71cbRI2v81hE6TkKSQOwik","Despeinada","spotify:artist:1i8SpTcr7yvPOmcqrbnVXY, spotify:artist:28gNT5KBp7IjEOQoevXf9N","Ozuna, Camilo","spotify:album:0wbDhPbkcJvilPNUHxqk10","Despeinada","1","1","224186","spotify:user:martinigoyanes7","2020-10-31T15:09:38Z"
"spotify:track:7qqa7UQhQW9uy9DKf2td0n","Se Te Nota","spotify:artist:1tMWkquIkQtVD6vaZlDbSQ","Chema Rivas","spotify:album:6iXPfVcFteix896m3tBQXF","Se Te Nota","1","1","222000","spotify:user:martinigoyanes7","2020-10-31T15:09:43Z"
"spotify:track:6NfrH0ANGmgBXyxgV2PeXt","La Difícil","spotify:artist:4q3ewBCX7sLwd24euuV69X","Bad Bunny","spotify:album:5lJqux7orBlA1QzyiBGti1","YHLQMDLG","1","2","163084","spotify:user:martinigoyanes7","2020-10-31T15:09:48Z"
"spotify:track:69vlMrzHwATKzupwNcUPyK","La Santa","spotify:artist:4q3ewBCX7sLwd24euuV69X, spotify:artist:4VMYDCV2IEDYJArk749S6m","Bad Bunny, Daddy Yankee","spotify:album:5lJqux7orBlA1QzyiBGti1","YHLQMDLG","1","4","206420","spotify:user:martinigoyanes7","2020-10-31T15:09:52Z"
"spotify:track:3qM0vBxIe4VUbK0Z0smuVP","Medusa","spotify:artist:0EFisYRi20PTADoJrifHrz, spotify:artist:2R21vXR83lH98kGeO99Y66, spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5","Jhay Cortez, Anuel AA, J Balvin","spotify:album:00WVnPPMH4wPiQk7QgLVgn","Medusa","1","1","305333","spotify:user:martinigoyanes7","2020-10-31T15:09:58Z"
"spotify:track:5m3jpKkgkfoMcym1qjToFg","Jangueo","spotify:artist:2DspEsT7UXGKd2VaaedgG4, spotify:artist:11YLRSsZA3YVuQQtHXKTlz","Alex Rose, Rafa Pabön","spotify:album:0owN7Uk2MRirowjo9PQv14","LOST","1","1","259600","spotify:user:martinigoyanes7","2020-10-31T15:10:51Z"
"spotify:track:55C0glNSvxJDCfgHwiCZb1","Mami","spotify:artist:5UN0rzL594mWY2RbOtZqIN, spotify:artist:0LLnP7NEsEQ1pSCfsuYURr","Ptazeta, Juacko","spotify:album:2ySo2W9Z1CL2rUPAzCfl8t","Mami","1","1","189493","spotify:user:martinigoyanes7","2020-10-31T15:10:57Z"
"spotify:track:05k3khLNk1GU3B6ebjNvPP","Te Acuerdas Que","spotify:artist:5JcO3FHEBbWTQMUHmWtU2g, spotify:artist:5UA1oMfQ2oISh5SaZiVjXe, spotify:artist:0GABUps2B17UMu6M8tkEDS","Juancho Marqués, Daniela Garsal, InnerCut","spotify:album:1hycsRJtI9W0szyy7FpXKd","Te Acuerdas Que","1","1","196960","spotify:user:martinigoyanes7","2020-10-31T15:11:16Z"
"spotify:track:2SAqBLGA283SUiwJ3xOUVI","Laugh Now Cry Later (feat. Lil Durk)","spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:3hcs9uc56yIGFCSy9leWe7","Drake, Lil Durk","spotify:album:0qGdc7fNq9RNIPEzZufa43","Laugh Now Cry Later (feat. Lil Durk)","1","1","261492","spotify:user:martinigoyanes7","2020-10-31T15:12:01Z"
"spotify:track:7x4ASXYEKfQBCewcZhK776","Ay, DiOs Mío!","spotify:artist:790FomKkXshlbRYZFtlgla","KAROL G","spotify:album:1mMUBQXa70gHyUjK0Q0u63","Ay, DiOs Mío!","1","1","189653","spotify:user:martinigoyanes7","2020-10-31T15:12:05Z"
"spotify:track:4pXW6ZAHBz7ODXTRKklWrM","Mamichula - con Nicki Nicole","spotify:artist:2x7PC78TmgqpEIjaGAZ0Oz, spotify:artist:2UZIAOlrnyZmyzt1nuXr9y, spotify:artist:716NhGYqD1jl2wI1Qkgq36, spotify:artist:5szJHKg5xeUlQ9pTqzdpic, spotify:artist:0shHIQr8VamXbzM66kwGQo","Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL","spotify:album:7AHKVMfKtUv9P06zjFHsGB","Atrevido","1","10","219201","spotify:user:martinigoyanes7","2020-10-31T15:12:17Z"
"spotify:track:5RqR4ZCCKJDcBLIn4sih9l","Party Girl","spotify:artist:1XLWox9w1Yvbodui0SRhUQ","StaySolidRocky","spotify:album:4NPX54YtocHqTOq6yXDEFM","Party Girl","1","1","147800","spotify:user:martinigoyanes7","2020-10-31T15:12:22Z"
"spotify:track:3gD4J3RUHy4OUuZ3qAiaiG","Caramelo","spotify:artist:1i8SpTcr7yvPOmcqrbnVXY","Ozuna","spotify:album:6HZe6aICWesZsze5OKlvMD","Caramelo","1","1","217546","spotify:user:martinigoyanes7","2020-10-31T15:12:27Z"
