,Unnamed: 0,Name,Artists,Album,Duration(ms),Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
82,82,Soffia La Notte - Night Breaths,Fabrizio Paterlini,Viaggi In Aeromobile,206453,False,0,4.0,0.0,3.0,0.978,0.238,0.388,0.919,0.121,-16.152,0.04,0.213,164.702,Sleep Tracks
83,83,Reminiscence,Johannes Bornlöf,As The Years Go By,152746,False,0,8.0,1.0,5.0,0.989,0.544,0.0842,0.915,0.111,-17.49,0.0515,0.195,62.415,Sleep Tracks
84,84,Subtle The Sum,Goldmund,The Malady Of Elegance,119680,False,40,6.0,0.0,4.0,0.996,0.434,0.0239,0.955,0.13,-28.53,0.0565,0.0463,134.93200000000002,Sleep Tracks
85,85,The Heart Asks Pleasure First / The Promise - Edit,Michael Nyman,The Piano: Music From The Motion Picture,191866,False,57,9.0,0.0,3.0,0.961,0.208,0.276,0.92,0.129,-14.648,0.0293,0.231,177.108,Sleep Tracks
86,86,To the Sky (Moderate),Dirk Maassen,The Sitting Room Piano (Chapter I),276794,False,0,9.0,0.0,4.0,0.988,0.315,0.0778,0.894,0.0775,-19.953,0.0443,0.0381,60.583,Sleep Tracks
87,87,Pinô,Otto Totland,Pinô,165995,False,55,5.0,1.0,4.0,0.995,0.494,0.0453,0.927,0.112,-28.914,0.0378,0.103,80.743,Sleep Tracks
88,88,Balm (Scaled Down Version),Peter Sandberg,Balm,126937,False,0,11.0,1.0,3.0,0.988,0.376,0.0176,0.909,0.0975,-22.767,0.0456,0.28800000000000003,106.806,Sleep Tracks
89,89,La Mer,Dirk Maassen,Solo (2012-2014),270485,False,0,9.0,0.0,5.0,0.993,0.428,0.128,0.898,0.0902,-21.204,0.0586,0.0782,110.401,Sleep Tracks
90,90,Streams,Johannes Bornlöf,As The Years Go By,134922,False,0,9.0,1.0,3.0,0.995,0.523,0.0444,0.953,0.104,-21.502,0.0481,0.224,106.671,Sleep Tracks
91,91,A Prominent Response,Piotr Miteska,A Prominent Response,173298,False,50,2.0,0.0,3.0,0.991,0.28300000000000003,0.105,0.899,0.106,-21.941,0.0328,0.157,77.79899999999998,Sleep Tracks
92,92,Barefoot,Juliana,Old Friends EP,216250,False,32,0.0,1.0,3.0,0.993,0.565,0.0371,0.918,0.118,-20.52,0.153,0.405,77.074,Sleep Tracks
93,93,One Morning In June,Greg Barley,Moonbeams,147883,False,44,0.0,1.0,3.0,0.994,0.3670000000000001,0.0381,0.913,0.11,-27.44,0.0751,0.153,104.4,Sleep Tracks
94,94,Song for A,Charlie Key,Song for A,145811,False,61,5.0,1.0,4.0,0.992,0.466,0.00472,0.938,0.0712,-28.546,0.0531,0.233,81.181,Sleep Tracks
